V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.0345869882983075,0.862034902285543,0.131802801856196,-0.820581444483477,0.769817610117892,-0.508181403265786,0.956969372155639,-0.0774158965276509,-0.397706204183752,-0.266146309671795,0.488282844444197,1.11219820587041,0.842133815170756,0.114583449003764,-1.16032550261663,0.202993289798186,-0.88003419968413,-0.199813740421579,0.379302906663461,0.0421202592014315,-0.230291968623409,-0.478370277418018,-0.0106093647528288,-0.476818017909515,-0.427469459913554,0.147543655774269,0.248029250973184,0.0842360592419308,3.57,0
0.993023616784986,0.10512255597798,0.289894272640928,0.995426735747896,0.369818674902405,0.892606805617602,-0.0741096562371449,0.333033665605671,-0.0776305937030697,-0.19026448691238,0.877160183967089,0.733228022777464,-0.0135867410371603,0.510812722509062,1.97504875943957,-1.31505841654223,0.890475617242612,-2.2124188423198,-2.05230690252629,-0.23980131593355,0.182995201322139,0.680798359434521,0.0484183674281876,-0.619492918282065,0.325394303176178,-0.222729652275934,0.0822732990931625,0.0129277861783096,25.96,0
-0.771826027455695,-3.31439509962236,0.165398561348704,2.17497751151254,-1.83119756293554,0.981457171055606,0.401782712134993,0.276448661834416,0.91250760647008,-0.457503565406194,0.59123665805905,0.177380524787526,-2.27649837758469,0.423750362866097,-0.539561153781358,-0.0263351787926772,0.142242217356439,0.200829010067386,-0.387007750693753,1.60934641059737,0.447105302556871,-0.705714966119347,-0.771784951492663,-0.0014414193087032,-0.0951052293124438,-0.521372545626016,-0.109474362175497,0.182467302623855,955.02,0
-0.227545808734606,0.906591528072158,0.695488065435315,-0.6685055192672,0.697503355133039,-1.08392672661734,1.17739414366151,-0.31508102763769,-0.494745192017549,-0.752181130687517,-0.783730315581568,0.665646631833265,1.09595315131903,-0.0320762383481923,-0.560039287366477,-0.187511480340744,-0.454642885302167,-0.848792605012205,-0.0071027219925185,-0.0666321093527333,-0.168352672360549,-0.392467308025041,-0.019189779590446,0.0794088227919978,-0.564573991798556,0.113453911376154,0.106523961448061,0.172104343158315,1.79,0
-0.762829822862957,1.50143420943474,-1.27741282851941,-1.05706464963719,0.285690391709283,-0.623524856288497,0.486516832681493,0.702995215869308,-0.0487329660632403,-0.784035217149442,-1.53078867440064,0.416282099695804,0.270682205392944,0.73438277824869,-0.304222905452007,-0.111114167234055,-0.159828975337243,-0.468347651431619,0.0407059594552493,-0.109225128161748,-0.11900389455053,-0.339446441886232,0.0198684128435703,0.267716600288919,0.230786531278002,-0.105983790263205,0.0666451318191515,-0.0495649158968857,29.0,0
1.13796205238158,0.226573585128448,0.256027506969011,1.29330156287997,-0.189967290716782,-0.608838352645429,0.262699463563966,-0.124887452665771,0.106023639504493,-0.111426405759226,-0.13171085647479,0.471667504624714,-0.315481805187638,0.327874101564629,0.270738656636611,-0.798774926616457,0.307075709080074,-0.969071423392773,-0.562991690360998,-0.173830618908512,0.0261691481252822,0.22464119551293,-0.096944678910625,0.41551829983176,0.718071076648699,-0.268788589948193,0.0230410885910197,0.0168504990978029,24.0,0
-1.63222118303544,-1.48003758818433,0.76125370190563,-1.84475140653357,-1.99794013969505,-0.165357105552371,0.583220485821219,0.284341698255371,-0.397962979238136,-1.23880277902223,-1.28735925597426,-0.128228968714996,0.294701635095516,0.190874733829769,1.47598998820965,-2.34479063234706,0.689057971806951,1.94648812522554,1.42434604886187,0.641505504702595,-0.0409367991983431,-0.43726238071101,0.638686989976972,-0.164763896989116,0.48323508341453,0.119165446343099,-0.130538697768459,-0.044208770281367,400.55,0
-0.260749394076554,0.597485996818581,1.51413824460102,1.46910791830791,0.382346023973263,-0.234063989843962,0.0098885522111808,-0.114275255859699,1.6879488414198,-0.743922306359682,0.535842957324552,-2.37596191019856,2.54373167598167,-0.449040495786301,0.295217384843291,0.340718942468322,1.12539313242505,1.1574814001182,-0.236535437446314,0.372037113378542,-0.119057708510027,0.237563266028884,0.0870244728774786,-0.199249350575351,-0.536860504679044,-0.671329911959497,0.233090059863903,-0.040781346236065,38.18,0
1.59086983337652,-1.70778925628991,-1.90819916513482,-0.86260842213942,-0.557977819898685,-0.666415857857108,0.047533422458032,-0.217539963577476,-0.830662092987579,0.905899450405412,1.04584368762892,-0.465408675650627,-1.03758433257749,0.650368601283758,-0.210285627350667,1.10274426575974,0.0709608581928893,-1.13681128237695,0.795795172647071,0.546981250290138,0.277538111735591,-0.0764677880832705,-0.0098362670565508,0.686108826127727,-0.248671097089317,-0.393829543202799,-0.119586943909314,-0.0142263574159536,322.2,0
-2.83790614956697,0.253084313860764,1.43434137298951,-0.909027043306841,-1.15391787043391,1.10792674501551,1.50166172835697,-1.17184733542325,0.48676395049012,2.55801815322605,1.15772918953101,-0.114412501960008,-0.379806800837434,-1.46348399820087,-0.476631581217023,-1.60156795789711,-0.859412702691942,1.33339486296117,-1.73409401227115,-1.3836645783777,-0.328333666435778,0.489494660749769,-0.332694130455475,0.009455677161902,-0.331631141018918,-0.725081188018357,-2.77472025058087,-0.523379440310247,214.0,0
-2.26851574326934,0.652022092486508,2.14080102844803,1.11673788239607,-1.84372860233372,1.55061831721424,-0.798315120790781,-1.9235703020204,-0.358593349096104,-1.52498966847253,-1.18176125369359,0.536709011917384,-0.5617613804695,-0.224614914461394,-1.80034181686636,0.564827401630426,0.42640258301107,-0.965835206574954,-1.74809524962239,0.330338829186949,-1.28173782984414,0.300064649474192,-0.842649120819499,0.498414779593227,-0.168592186467968,0.81420343345066,0.0745065873748153,-0.0419308416127479,375.88,0
1.86861694717577,0.308702483543923,-0.277995816954939,3.831165588511,0.311369807428901,0.82885419307182,-0.25527255341537,0.175859113679286,-0.577950542489808,1.43605626704816,-0.201384980815762,0.921583890949456,0.487647413676992,-0.277131478396479,-2.65076654994336,0.597292815872673,-0.763353403334211,-0.0195042386122605,-0.900997122310938,-0.268950535752481,0.121471715467754,0.649969877454882,0.0184697605048443,-0.441117483275211,0.134265613144343,0.142930519134798,0.0005147748706554,-0.0606014358172538,0.0,0
-0.253360283560435,1.15110546039691,-0.79773825297091,-0.481633793649698,0.518760591565396,-0.808567949228208,0.946670728596363,0.0845025211223158,-0.326686376000595,-0.578475936465413,-1.50714238550077,0.470550743896072,1.31801680403959,0.479316970096214,0.346113804836025,-0.163921101480581,-0.624120177608243,0.303336026647818,0.274560504263137,0.0633800362784035,0.40647743310061,1.29328597747184,-0.067647292845372,-0.590237018331273,-0.616748326212855,-0.182125763895526,0.375227849776592,0.259061630934427,49.99,0
1.26631805738913,0.350334402941412,0.12881589640975,0.916211850059656,0.117409509086575,-0.38043859081142,0.184060066276388,-0.199546722180853,-0.0564939409915533,-0.0407958881319113,-0.928901326203162,0.533578177983656,1.29549108541889,0.0635261559421702,0.963412448115743,0.368372571277463,-0.843599177405579,-0.025424572578625,-0.0679704681178469,-0.0132593406110698,-0.0881498930969232,-0.199555770949043,-0.148449992282096,-0.430600224236396,0.686579816621223,-0.392118885094928,0.0259290472891661,0.0219487276487638,17.99,0
-0.620715448858062,0.110491514812485,1.17106932398943,-2.47691112339042,-1.3334554665808,-0.93247906502057,-0.592160193375529,0.426748031866999,-2.64397596595247,0.958658531377021,0.978360391064917,-0.261003669548123,0.235217384525824,0.062874119463644,-0.889250602005705,0.006939462434902,0.223577666389634,0.519158136656444,-0.6465743007874,-0.373589683321043,-0.0453087134615622,0.179498826045408,-0.0016005771952688,0.493834594559158,-0.340740270320479,-0.437800003775307,0.265498697793276,0.139713194529876,1.0,0
-0.565401330348368,0.378384768989116,-0.364646612006294,-0.105736374924781,1.16848241228134,-0.0186524718270609,0.67165527774553,0.0600746098392105,-0.0189736953304005,-1.01041859253146,0.634109617900556,0.114197405974077,-0.648596801419808,-1.21412547748359,-0.410339937983548,-0.15217403501813,1.03782822416823,0.977390540154729,1.54704942230162,0.0844976729584629,-0.0952821752039255,-0.203513402381812,-0.0230468463403648,0.108117326572696,-0.525416715729524,-0.0210003584184458,0.0597567469692915,0.276752388739857,78.71,0
-0.248162367173411,0.144893972212144,0.529156529661922,-0.510750095914441,-0.13317564447785,-0.177486188888511,0.0328834167121962,0.0408416276529116,1.08490262994019,-0.207302281903452,-1.50085064091137,-0.808152494848649,-1.40236798992678,-0.19494237607333,0.0661244214421777,0.402596081740381,-0.59927062336088,0.340839716064732,-0.454838191622669,-0.382692833383701,0.284629922856796,0.851147060012087,0.135451073278753,0.749696101421655,-0.808223174167998,0.420144281720802,-0.329106077559452,0.0994814257056775,28.12,0
0.982207371566744,-1.20906591999057,-0.165991831888594,-0.257349142198616,-1.21766899678363,-1.01823389165264,-0.0027619596964182,-0.295347561559619,-0.666664072767245,0.552255720854087,-0.911698832613569,-0.57710718103863,-0.851004361828446,0.276823073983909,0.0973576587009339,-1.72069237791826,0.38109302934395,0.766069991932057,-0.526806972583784,-0.122326971606149,-0.328592576690457,-0.885898221119403,-0.185374496307965,0.415169233315468,0.317691569632195,1.07222814576428,-0.116832014940423,0.0337858193824205,225.52,0
1.89427386682179,-0.485438993452282,-1.76126179458029,0.462008341663007,2.07980040268747,4.16342312015837,-0.868749133469645,1.07929433636055,1.02181414581194,0.0009501115656809,-0.54186269171892,0.745425504762247,-0.373478356519147,-0.0660853425754927,-0.794749435670474,-0.496653601293298,-0.1339438851028,-1.00301999529854,0.0830525945871967,-0.188355094029065,-0.518334646140019,-1.34250276402348,0.465604796410242,0.617168385482018,-0.287021311965375,-1.08585198610804,0.0713452591058775,-0.0343733320365591,21.45,0
1.84341242619178,-1.12544944836221,-0.348749705292128,-0.545934721839612,-0.645745722001713,0.944564385847489,-1.22798118663026,0.342462189735314,1.40165361247804,-0.0035042292473255,-0.0783324535408473,0.825845886527313,0.839190903296762,-0.466499594144178,0.366515677073402,1.38130226155714,-1.33066388073576,1.03892595058635,0.393937987558709,0.160809631894547,0.220925178957606,0.55265931621766,0.0786786394682104,-0.250301271255485,-0.592820387690939,1.24749709805959,-0.0690279272400425,-0.0405405641932204,105.0,0
-0.504288388281917,0.998734589167537,1.30364753818056,0.0454495952698388,0.505195818848127,-0.601700038041182,0.591839075606573,0.0069024162882847,-0.582453662943924,-0.575931675676234,0.232476569780432,0.719983859304421,1.41812599012944,-0.654959128846433,1.00802096170159,0.0234924661617851,0.215343641225798,-0.744735328699503,-0.456392492861883,0.208025247713395,-0.207672088833072,-0.477701314688131,0.0279371126915945,0.0584065437099231,-0.182088807029946,0.0972932512822794,0.265100438018154,0.101125436899874,0.89,0
1.35441630557295,0.0228840751662661,-0.21562319362688,-0.99334900700356,-0.239232249323689,-1.18297258103642,0.209667579961022,-0.340769949925467,0.97990576302355,-0.940570298974216,-0.488915996971057,0.782891992235787,0.729578419057109,0.285912844029303,1.53405176758229,-0.542555295657075,-0.3979223836813,0.0600924939754991,0.714365361723843,-0.068772278814121,0.0165238564977398,0.231470166193437,-0.211796570875605,-0.0745855614987029,0.890981375068566,-0.572200648429557,0.0435236055665204,0.0140548507843366,1.0,0
-0.761963022877593,-0.265101691309336,-0.519906407775577,0.893231696230538,1.65793142474145,1.16939637362577,0.14505458619283,0.29455838357088,0.119372801584513,0.499752173057674,0.448862260210653,0.433462401245689,-0.347512867849128,0.36832804073014,0.312420938193066,-1.05143612580532,0.0309418891058557,-0.101297117010187,-0.196063512861442,-0.488202219560006,0.678067089982205,2.50585709864626,0.602167876832136,-1.60034833588166,-1.40390545632001,-0.282043343103591,0.0114982860205773,0.552218621747051,1.0,0
